person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,N,country,loan_activo
24,46256,RENT,7.0,EDUCATION,B,10000,11.48,0,0.22,N,3,10954,USA,inactivo
23,46585,RENT,3.0,MEDICAL,C,10000,13.57,0,0.21,Y,4,10955,USA,inactivo
23,70000,MORTGAGE,4.0,EDUCATION,A,8400,8.0,0,0.12,N,3,10956,USA,inactivo
22,70000,MORTGAGE,2.0,EDUCATION,E,16000,16.63,0,0.23,Y,3,10957,USA,inactivo
22,70000,MORTGAGE,3.0,EDUCATION,D,18000,14.42,0,0.26,N,3,10958,USA,inactivo
21,30000,RENT,0.0,EDUCATION,A,4200,6.92,0,0.14,N,4,10959,USA,inactivo
25,30000,RENT,0.0,MEDICAL,C,4200,12.23,0,0.14,Y,4,10960,USA,inactivo
24,70000,OTHER,4.0,PERSONAL,A,9000,9.63,0,0.13,N,2,10961,USA,inactivo
22,30000,RENT,2.0,VENTURE,D,4200,15.31,1,0.14,Y,2,10962,USA,activo
24,70000,MORTGAGE,2.0,PERSONAL,B,8950,11.89,0,0.13,N,3,10963,USA,inactivo
25,31200,RENT,4.0,MEDICAL,A,4200,8.9,0,0.13,N,3,10964,USA,inactivo
22,31200,RENT,3.0,VENTURE,C,4200,13.57,0,0.13,Y,2,10965,USA,inactivo
26,34000,RENT,4.0,PERSONAL,E,4200,16.82,1,0.12,Y,3,10966,USA,activo
24,70000,MORTGAGE,1.0,VENTURE,B,15000,11.46,0,0.21,N,2,10967,USA,inactivo
26,34400,RENT,5.0,MEDICAL,A,4200,8.9,0,0.12,N,3,10968,USA,inactivo
24,70000,MORTGAGE,9.0,MEDICAL,A,7500,8.32,0,0.11,N,2,10969,USA,inactivo
22,29000,RENT,6.0,HOMEIMPROVEMENT,A,4200,6.62,1,0.14,N,2,10970,USA,activo
21,29000,RENT,2.0,MEDICAL,D,4200,15.62,1,0.14,Y,3,10971,USA,activo
24,35000,RENT,0.0,PERSONAL,B,4200,10.37,0,0.12,N,4,10972,USA,inactivo
22,29000,RENT,0.0,HOMEIMPROVEMENT,D,4200,,1,0.14,N,2,10973,USA,activo
22,36000,RENT,7.0,PERSONAL,B,4200,,0,0.12,N,4,10974,USA,inactivo
21,36895,RENT,6.0,MEDICAL,A,4200,9.32,0,0.11,N,3,10975,USA,inactivo
26,64000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,8000,12.17,1,0.13,N,4,10976,USA,activo
25,36996,RENT,4.0,MEDICAL,B,4200,11.11,0,0.11,N,3,10977,USA,inactivo
24,38400,RENT,8.0,VENTURE,A,4200,6.76,0,0.11,N,4,10978,USA,inactivo
21,40000,RENT,0.0,MEDICAL,A,4200,7.51,0,0.1,N,4,10979,USA,inactivo
25,40000,RENT,2.0,EDUCATION,B,4200,9.63,0,0.1,N,2,10980,USA,inactivo
24,70092,MORTGAGE,0.0,DEBTCONSOLIDATION,B,13950,11.14,0,0.2,N,2,10981,USA,inactivo
23,41000,RENT,5.0,EDUCATION,D,4200,14.54,0,0.1,Y,3,10982,USA,inactivo
23,70200,MORTGAGE,3.0,MEDICAL,A,5000,7.14,0,0.07,N,2,10983,USA,inactivo
24,42000,RENT,9.0,EDUCATION,A,4200,7.9,0,0.1,N,2,10984,USA,inactivo
25,70224,MORTGAGE,1.0,EDUCATION,C,21000,13.22,0,0.3,N,4,10985,USA,inactivo
23,70236,MORTGAGE,7.0,EDUCATION,C,8700,13.47,0,0.12,Y,4,10986,USA,inactivo
22,36000,RENT,4.0,MEDICAL,B,4200,9.91,1,0.12,N,2,10987,USA,activo
25,36499,RENT,1.0,HOMEIMPROVEMENT,B,4200,10.99,1,0.12,N,4,10988,USA,activo
22,70404,MORTGAGE,5.0,EDUCATION,D,14075,14.74,0,0.2,Y,4,10989,USA,inactivo
25,37000,RENT,1.0,DEBTCONSOLIDATION,F,4200,,1,0.11,Y,2,10990,USA,activo
24,47500,RENT,4.0,PERSONAL,A,4200,8.9,0,0.09,N,4,10991,USA,inactivo
23,70500,OWN,2.0,EDUCATION,C,10500,13.92,0,0.15,N,4,10992,USA,inactivo
26,48000,RENT,10.0,MEDICAL,A,4200,6.92,0,0.09,N,3,10993,USA,inactivo
23,70572,MORTGAGE,8.0,EDUCATION,A,14500,5.99,0,0.21,N,3,10994,USA,inactivo
22,70600,MORTGAGE,6.0,MEDICAL,C,7450,13.06,0,0.11,Y,4,10995,USA,inactivo
26,55080,MORTGAGE,10.0,MEDICAL,A,2500,7.66,1,0.04,N,3,10996,USA,activo
26,70800,MORTGAGE,6.0,EDUCATION,A,8500,6.54,0,0.12,N,3,10997,USA,inactivo
23,70800,MORTGAGE,6.0,EDUCATION,D,9600,,0,0.14,N,4,10998,USA,inactivo
26,70885,MORTGAGE,10.0,DEBTCONSOLIDATION,A,1000,6.39,0,0.01,N,4,10999,USA,inactivo
24,55243,MORTGAGE,6.0,MEDICAL,B,2900,9.62,1,0.04,N,2,11000,USA,activo
26,53000,RENT,11.0,EDUCATION,C,4200,14.22,0,0.08,N,4,11001,USA,inactivo
25,71000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,7200,6.62,0,0.1,N,4,11002,USA,inactivo
23,55000,RENT,7.0,MEDICAL,B,4200,9.91,0,0.08,N,3,11003,USA,inactivo
23,71000,MORTGAGE,7.0,EDUCATION,A,9600,7.51,0,0.14,N,4,11004,USA,inactivo
25,65000,MORTGAGE,4.0,PERSONAL,A,6000,8.9,1,0.09,N,2,11005,USA,activo
26,71000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,4400,5.42,0,0.06,N,4,11006,USA,inactivo
23,71000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,7500,9.99,0,0.11,N,3,11007,USA,inactivo
25,71000,MORTGAGE,,VENTURE,C,4800,13.49,0,0.07,Y,3,11008,USA,inactivo
21,71000,MORTGAGE,5.0,VENTURE,B,6000,,0,0.08,N,4,11009,USA,inactivo
22,71000,MORTGAGE,6.0,VENTURE,C,1500,15.23,0,0.02,Y,2,11010,USA,inactivo
23,54000,RENT,2.0,MEDICAL,B,4200,10.99,1,0.08,N,2,11011,USA,activo
26,71000,MORTGAGE,10.0,HOMEIMPROVEMENT,D,6000,15.62,0,0.08,N,3,11012,USA,inactivo
24,71000,OWN,4.0,PERSONAL,B,14000,10.99,0,0.2,N,3,11013,USA,inactivo
23,61000,RENT,3.0,PERSONAL,A,4200,6.03,0,0.07,N,4,11014,USA,inactivo
23,71000,MORTGAGE,7.0,VENTURE,A,8500,5.79,0,0.12,N,2,11015,USA,inactivo
23,62000,RENT,2.0,MEDICAL,A,4200,5.42,0,0.07,N,3,11016,USA,inactivo
25,63000,RENT,6.0,VENTURE,C,4200,14.22,0,0.07,N,4,11017,USA,inactivo
25,71000,OWN,,VENTURE,A,3250,5.79,0,0.05,N,2,11018,USA,inactivo
24,71000,MORTGAGE,6.0,MEDICAL,B,10000,10.36,0,0.14,N,4,11019,USA,inactivo
24,71000,OWN,,HOMEIMPROVEMENT,A,10000,5.79,0,0.14,N,3,11020,USA,inactivo
24,71000,MORTGAGE,8.0,EDUCATION,B,3500,11.49,0,0.05,N,2,11021,USA,inactivo
26,65000,RENT,3.0,HOMEIMPROVEMENT,A,4200,7.29,0,0.06,N,2,11022,USA,inactivo
25,65000,RENT,2.0,DEBTCONSOLIDATION,B,4200,,0,0.06,N,2,11023,USA,inactivo
23,60996,RENT,2.0,PERSONAL,D,4200,15.58,1,0.07,N,2,11024,USA,activo
22,55250,MORTGAGE,2.0,MEDICAL,D,7400,14.84,1,0.11,N,2,11025,USA,activo
26,69000,RENT,6.0,HOMEIMPROVEMENT,A,4200,6.62,0,0.06,N,3,11026,USA,inactivo
24,71000,MORTGAGE,8.0,EDUCATION,B,20000,11.36,0,0.28,N,2,11027,USA,inactivo
22,71000,MORTGAGE,6.0,PERSONAL,A,3200,7.4,0,0.05,N,2,11028,USA,inactivo
22,72500,RENT,6.0,DEBTCONSOLIDATION,B,4200,11.71,0,0.06,N,3,11029,USA,inactivo
21,30000,RENT,2.0,MEDICAL,A,4150,6.76,0,0.14,N,3,11030,USA,inactivo
23,100000,RENT,4.0,VENTURE,B,4150,10.65,0,0.04,N,2,11031,USA,inactivo
25,22812,RENT,5.0,EDUCATION,D,4125,14.54,0,0.18,Y,2,11032,USA,inactivo
23,20000,RENT,0.0,EDUCATION,C,4100,13.49,0,0.2,N,4,11033,USA,inactivo
22,30000,RENT,3.0,EDUCATION,C,4100,14.26,0,0.14,Y,3,11034,USA,inactivo
23,71004,OWN,1.0,EDUCATION,C,15000,13.47,0,0.21,Y,3,11035,USA,inactivo
22,38004,RENT,0.0,MEDICAL,B,4100,11.49,0,0.11,N,4,11036,USA,inactivo
23,42000,RENT,1.0,MEDICAL,A,4100,7.88,0,0.1,N,2,11037,USA,inactivo
23,38000,RENT,1.0,MEDICAL,D,4100,,1,0.11,N,4,11038,USA,activo
26,71040,MORTGAGE,1.0,DEBTCONSOLIDATION,A,3000,5.79,0,0.04,N,2,11039,USA,inactivo
26,71046,MORTGAGE,10.0,DEBTCONSOLIDATION,B,6500,10.99,0,0.09,N,4,11040,USA,inactivo
22,48000,RENT,1.0,DEBTCONSOLIDATION,B,4100,11.99,0,0.09,N,3,11041,USA,inactivo
26,57000,RENT,10.0,MEDICAL,B,4100,10.59,0,0.07,N,3,11042,USA,inactivo
22,71201,MORTGAGE,3.0,MEDICAL,B,12000,11.71,0,0.17,N,4,11043,USA,inactivo
26,70000,RENT,10.0,PERSONAL,A,4075,5.42,0,0.06,N,3,11044,USA,inactivo
24,14400,RENT,4.0,MEDICAL,A,4050,6.91,1,0.28,N,4,11045,USA,activo
26,50500,RENT,0.0,HOMEIMPROVEMENT,A,4050,7.88,0,0.08,N,4,11046,USA,inactivo
25,71328,MORTGAGE,3.0,EDUCATION,D,25000,14.96,0,0.35,Y,3,11047,USA,inactivo
22,71400,MORTGAGE,,EDUCATION,B,3000,10.99,0,0.04,N,3,11048,USA,inactivo
25,82000,RENT,2.0,VENTURE,B,4050,9.99,0,0.05,N,2,11049,USA,inactivo
23,25000,RENT,1.0,VENTURE,B,4025,9.91,0,0.16,N,4,11050,USA,inactivo
24,54000,RENT,3.0,EDUCATION,A,4025,6.76,0,0.07,N,2,11051,USA,inactivo
24,71496,MORTGAGE,5.0,PERSONAL,D,15000,15.95,0,0.21,Y,3,11052,USA,inactivo
26,71500,MORTGAGE,10.0,HOMEIMPROVEMENT,B,7500,10.99,0,0.1,N,3,11053,USA,inactivo
21,12000,RENT,0.0,MEDICAL,B,4000,10.65,1,0.33,N,4,11054,USA,activo
25,71500,MORTGAGE,2.0,EDUCATION,B,9250,12.53,0,0.13,N,4,11055,USA,inactivo
24,12000,RENT,0.0,PERSONAL,C,4000,13.8,1,0.33,Y,3,11056,USA,activo
21,12000,RENT,,HOMEIMPROVEMENT,B,4000,10.99,1,0.33,N,3,11057,USA,activo
21,71688,MORTGAGE,2.0,EDUCATION,D,7500,13.17,0,0.1,Y,4,11058,USA,inactivo
26,46877,RENT,,DEBTCONSOLIDATION,A,10000,5.42,0,0.21,N,2,11059,USA,inactivo
25,71711,MORTGAGE,9.0,EDUCATION,B,4800,,0,0.07,N,3,11060,USA,inactivo
26,71760,MORTGAGE,10.0,PERSONAL,E,3000,19.91,0,0.04,N,3,11061,USA,inactivo
26,46999,RENT,2.0,VENTURE,B,10000,10.99,0,0.21,N,3,11062,USA,inactivo
26,47004,RENT,5.0,PERSONAL,D,10000,15.05,0,0.21,N,2,11063,USA,inactivo
24,72000,MORTGAGE,8.0,PERSONAL,A,18000,7.9,0,0.25,N,2,11064,USA,inactivo
21,48000,RENT,0.0,PERSONAL,A,10000,6.03,0,0.21,N,3,11065,USA,inactivo
23,72000,MORTGAGE,5.0,PERSONAL,D,12000,16.29,0,0.17,N,2,11066,USA,inactivo
23,48000,RENT,6.0,VENTURE,D,10000,15.62,0,0.21,Y,2,11067,USA,inactivo
22,48000,RENT,2.0,VENTURE,C,10000,13.49,0,0.21,N,4,11068,USA,inactivo
25,72000,MORTGAGE,9.0,EDUCATION,B,14000,12.42,0,0.19,N,2,11069,USA,inactivo
25,42000,RENT,3.0,VENTURE,C,10000,13.8,1,0.24,N,3,11070,USA,activo
24,72000,OWN,,VENTURE,B,16000,12.42,0,0.22,N,3,11071,USA,inactivo
24,72000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,5000,6.03,0,0.07,N,3,11072,USA,inactivo
22,72000,MORTGAGE,6.0,PERSONAL,B,5000,12.69,0,0.07,N,3,11073,USA,inactivo
25,42000,RENT,2.0,DEBTCONSOLIDATION,D,10000,14.91,1,0.24,Y,3,11074,USA,activo
23,48000,RENT,1.0,DEBTCONSOLIDATION,A,10000,7.29,0,0.21,N,2,11075,USA,inactivo
23,72000,MORTGAGE,7.0,EDUCATION,B,5000,,0,0.07,N,3,11076,USA,inactivo
23,72000,MORTGAGE,7.0,VENTURE,B,4200,12.42,0,0.06,N,3,11077,USA,inactivo
25,72000,MORTGAGE,2.0,MEDICAL,A,5000,6.03,0,0.07,N,3,11078,USA,inactivo
21,48000,RENT,1.0,DEBTCONSOLIDATION,A,10000,5.79,0,0.21,N,2,11079,USA,inactivo
23,48000,RENT,0.0,VENTURE,B,10000,9.25,0,0.21,N,3,11080,USA,inactivo
23,72000,MORTGAGE,7.0,VENTURE,B,2400,12.69,0,0.03,N,2,11081,USA,inactivo
23,42000,RENT,0.0,HOMEIMPROVEMENT,D,10000,15.58,1,0.24,Y,3,11082,USA,activo
24,72000,MORTGAGE,8.0,PERSONAL,A,12000,6.03,0,0.17,N,2,11083,USA,inactivo
22,72000,MORTGAGE,,DEBTCONSOLIDATION,A,7200,7.9,0,0.1,N,3,11084,USA,inactivo
26,72000,MORTGAGE,10.0,MEDICAL,B,17000,10.65,0,0.24,N,4,11085,USA,inactivo
24,56100,MORTGAGE,0.0,MEDICAL,B,6000,11.71,1,0.09,N,4,11086,USA,activo
24,72000,MORTGAGE,4.0,VENTURE,A,17000,,0,0.24,N,4,11087,USA,inactivo
22,72000,OWN,2.0,MEDICAL,A,15000,7.9,0,0.21,N,2,11088,USA,inactivo
25,72000,MORTGAGE,9.0,PERSONAL,F,18000,20.89,0,0.25,Y,4,11089,USA,inactivo
25,48000,RENT,2.0,EDUCATION,B,10000,11.86,0,0.21,N,3,11090,USA,inactivo
25,72000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,4800,10.65,0,0.07,N,3,11091,USA,inactivo
24,48000,RENT,7.0,PERSONAL,C,10000,14.22,0,0.21,Y,4,11092,USA,inactivo
24,72000,MORTGAGE,2.0,EDUCATION,C,1000,15.23,0,0.01,Y,3,11093,USA,inactivo
24,72000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6000,7.49,0,0.08,N,4,11094,USA,inactivo
26,72000,MORTGAGE,3.0,MEDICAL,A,5000,8.49,0,0.07,N,3,11095,USA,inactivo
26,48000,RENT,1.0,EDUCATION,A,10000,8.94,0,0.21,N,4,11096,USA,inactivo
26,72000,MORTGAGE,10.0,EDUCATION,D,16000,,0,0.22,N,3,11097,USA,inactivo
21,72000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,24000,7.49,0,0.33,N,3,11098,USA,inactivo
26,48000,RENT,2.0,MEDICAL,B,10000,12.21,0,0.21,N,3,11099,USA,inactivo
23,48000,RENT,1.0,EDUCATION,C,10000,12.84,0,0.21,N,4,11100,USA,inactivo
22,42000,RENT,6.0,MEDICAL,E,10000,16.32,1,0.24,Y,4,11101,USA,activo
23,72000,MORTGAGE,7.0,EDUCATION,A,20000,7.49,0,0.28,N,2,11102,USA,inactivo
23,72000,OWN,,PERSONAL,A,15000,6.99,0,0.21,N,2,11103,USA,inactivo
23,48000,RENT,1.0,PERSONAL,C,10000,13.79,0,0.21,N,3,11104,USA,inactivo
23,42000,RENT,7.0,DEBTCONSOLIDATION,D,10000,,1,0.24,Y,3,11105,USA,activo
23,66000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,4000,15.62,1,0.06,Y,4,11106,USA,activo
23,56100,MORTGAGE,3.0,MEDICAL,B,5650,10.99,1,0.09,N,3,11107,USA,activo
22,48132,RENT,5.0,MEDICAL,B,10000,11.71,0,0.21,N,4,11108,USA,inactivo
25,72000,MORTGAGE,9.0,EDUCATION,D,9000,15.62,0,0.13,N,4,11109,USA,inactivo
23,42720,RENT,1.0,EDUCATION,D,10000,16.89,1,0.23,Y,4,11110,USA,activo
24,48720,RENT,,PERSONAL,C,10000,13.85,0,0.21,N,4,11111,USA,inactivo
22,48996,RENT,4.0,EDUCATION,C,10000,12.87,0,0.2,N,2,11112,USA,inactivo
22,43000,RENT,3.0,MEDICAL,D,10000,16.77,1,0.23,N,2,11113,USA,activo
22,72000,MORTGAGE,3.0,EDUCATION,A,8400,5.42,0,0.12,N,2,11114,USA,inactivo
24,49200,RENT,8.0,VENTURE,C,10000,13.49,0,0.2,N,3,11115,USA,inactivo
24,72000,MORTGAGE,8.0,MEDICAL,C,6000,13.49,0,0.08,N,2,11116,USA,inactivo
24,43500,RENT,6.0,MEDICAL,D,10000,13.62,1,0.23,Y,3,11117,USA,activo
24,72000,OWN,8.0,HOMEIMPROVEMENT,A,9000,7.49,0,0.13,N,4,11118,USA,inactivo
26,49571,RENT,1.0,VENTURE,C,10000,13.11,0,0.2,Y,3,11119,USA,inactivo
24,49639,RENT,8.0,MEDICAL,C,10000,,0,0.2,N,3,11120,USA,inactivo
26,72000,MORTGAGE,7.0,VENTURE,B,16000,10.59,0,0.22,N,3,11121,USA,inactivo
22,49920,RENT,6.0,DEBTCONSOLIDATION,B,10000,11.14,0,0.2,N,2,11122,USA,inactivo
24,72000,MORTGAGE,1.0,PERSONAL,A,12000,5.42,0,0.17,N,2,11123,USA,inactivo
24,72000,MORTGAGE,5.0,MEDICAL,A,11200,7.29,0,0.16,N,4,11124,USA,inactivo
22,50000,RENT,5.0,PERSONAL,B,10000,11.71,0,0.2,N,3,11125,USA,inactivo
26,72000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,10500,15.28,0,0.15,Y,2,11126,USA,inactivo
24,72000,MORTGAGE,7.0,PERSONAL,A,3000,,0,0.04,N,2,11127,USA,inactivo
23,50000,RENT,5.0,EDUCATION,A,10000,7.51,0,0.2,N,3,11128,USA,inactivo
25,72000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,2100,7.66,0,0.03,N,3,11129,USA,inactivo
25,72000,OWN,8.0,EDUCATION,A,18000,7.66,0,0.25,N,3,11130,USA,inactivo
24,72000,MORTGAGE,2.0,EDUCATION,E,6000,16.77,0,0.08,Y,3,11131,USA,inactivo
23,50000,RENT,3.0,EDUCATION,B,10000,9.91,0,0.2,N,3,11132,USA,inactivo
23,50000,RENT,0.0,DEBTCONSOLIDATION,A,10000,,0,0.2,N,2,11133,USA,inactivo
25,72000,OWN,3.0,VENTURE,E,16000,17.14,0,0.22,Y,3,11134,USA,inactivo
21,50000,RENT,4.0,DEBTCONSOLIDATION,B,10000,11.71,0,0.2,N,3,11135,USA,inactivo
21,50000,RENT,1.0,EDUCATION,A,10000,6.03,0,0.2,N,4,11136,USA,inactivo
24,50000,RENT,1.0,DEBTCONSOLIDATION,A,10000,7.51,0,0.2,N,4,11137,USA,inactivo
24,50000,RENT,3.0,HOMEIMPROVEMENT,C,10000,14.27,0,0.2,Y,4,11138,USA,inactivo
22,72000,OWN,6.0,VENTURE,B,16000,10.37,0,0.22,N,3,11139,USA,inactivo
24,72000,MORTGAGE,4.0,VENTURE,C,2100,,0,0.03,Y,2,11140,USA,inactivo
25,72000,MORTGAGE,,HOMEIMPROVEMENT,A,2000,7.66,0,0.03,N,4,11141,USA,inactivo
22,72000,MORTGAGE,7.0,EDUCATION,A,10000,,0,0.14,N,2,11142,USA,inactivo
24,50000,RENT,1.0,PERSONAL,B,10000,11.71,0,0.2,N,2,11143,USA,inactivo
26,50000,RENT,2.0,PERSONAL,A,10000,8.49,0,0.2,N,3,11144,USA,inactivo
21,50000,RENT,1.0,DEBTCONSOLIDATION,A,10000,6.99,0,0.2,N,4,11145,USA,inactivo
24,50000,RENT,3.0,PERSONAL,A,10000,7.49,0,0.2,N,2,11146,USA,inactivo
22,50000,RENT,0.0,MEDICAL,C,10000,12.99,0,0.2,N,4,11147,USA,inactivo
25,50000,RENT,6.0,EDUCATION,A,10000,7.49,0,0.2,N,3,11148,USA,inactivo
22,50000,RENT,6.0,EDUCATION,B,10000,10.99,0,0.2,N,2,11149,USA,inactivo
22,50000,RENT,3.0,DEBTCONSOLIDATION,C,10000,13.99,0,0.2,Y,2,11150,USA,inactivo
24,72000,MORTGAGE,6.0,EDUCATION,C,10000,12.98,0,0.14,N,4,11151,USA,inactivo
22,72000,MORTGAGE,6.0,EDUCATION,A,5000,6.54,0,0.07,N,4,11152,USA,inactivo
21,72000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,2000,6.54,0,0.03,N,2,11153,USA,inactivo
22,72000,MORTGAGE,6.0,PERSONAL,A,10800,6.91,0,0.15,N,3,11154,USA,inactivo
24,72000,MORTGAGE,4.0,MEDICAL,B,5000,9.25,0,0.07,N,2,11155,USA,inactivo
24,50000,RENT,,DEBTCONSOLIDATION,A,10000,7.29,0,0.2,N,4,11156,USA,inactivo
25,44000,RENT,2.0,MEDICAL,D,10000,15.65,1,0.23,Y,4,11157,USA,activo
22,72000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,3500,5.42,0,0.05,N,4,11158,USA,inactivo
23,50000,RENT,5.0,EDUCATION,B,10000,9.63,0,0.2,N,3,11159,USA,inactivo
23,50000,RENT,0.0,EDUCATION,A,10000,6.92,0,0.2,N,2,11160,USA,inactivo
23,72000,MORTGAGE,7.0,EDUCATION,A,7000,6.17,0,0.1,N,3,11161,USA,inactivo
23,72000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,6.17,0,0.08,N,3,11162,USA,inactivo
24,72000,MORTGAGE,1.0,VENTURE,B,6000,9.99,0,0.08,N,2,11163,USA,inactivo
23,50000,RENT,7.0,MEDICAL,A,10000,,0,0.2,N,2,11164,USA,inactivo
26,50000,RENT,1.0,HOMEIMPROVEMENT,A,10000,6.91,0,0.2,N,2,11165,USA,inactivo
24,56100,MORTGAGE,4.0,MEDICAL,D,4900,15.95,1,0.07,Y,4,11166,USA,activo
23,72000,MORTGAGE,0.0,PERSONAL,B,5000,11.86,0,0.07,N,2,11167,USA,inactivo
25,72000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,15000,7.88,0,0.21,N,3,11168,USA,inactivo
23,72000,MORTGAGE,5.0,PERSONAL,A,8700,6.76,0,0.12,N,4,11169,USA,inactivo
23,72000,MORTGAGE,7.0,MEDICAL,C,8000,13.61,0,0.11,Y,2,11170,USA,inactivo
23,72000,MORTGAGE,7.0,VENTURE,A,9000,6.76,0,0.13,N,2,11171,USA,inactivo
22,50000,RENT,4.0,MEDICAL,A,10000,6.17,0,0.2,N,2,11172,USA,inactivo
24,44000,RENT,1.0,VENTURE,D,10000,,1,0.23,Y,3,11173,USA,activo
23,72000,MORTGAGE,7.0,EDUCATION,A,6400,7.51,0,0.09,N,2,11174,USA,inactivo
24,72000,MORTGAGE,8.0,VENTURE,A,8000,7.88,0,0.11,N,4,11175,USA,inactivo
22,44000,RENT,2.0,VENTURE,D,10000,15.58,1,0.23,N,3,11176,USA,activo
22,50000,RENT,6.0,MEDICAL,A,10000,7.88,0,0.2,N,3,11177,USA,inactivo
24,72000,MORTGAGE,8.0,VENTURE,B,18000,11.86,0,0.25,N,4,11178,USA,inactivo
23,72000,MORTGAGE,7.0,MEDICAL,B,5975,,0,0.08,N,3,11179,USA,inactivo
22,72000,MORTGAGE,4.0,PERSONAL,D,15000,16.32,0,0.21,Y,4,11180,USA,inactivo
26,72000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,,0,0.14,N,3,11181,USA,inactivo
25,50000,RENT,4.0,EDUCATION,E,10000,16.82,0,0.2,Y,2,11182,USA,inactivo
23,72000,MORTGAGE,7.0,EDUCATION,B,11875,10.38,0,0.16,N,3,11183,USA,inactivo
22,50000,RENT,0.0,PERSONAL,A,10000,7.88,0,0.2,N,3,11184,USA,inactivo
22,50000,RENT,6.0,EDUCATION,C,10000,13.57,0,0.2,Y,3,11185,USA,inactivo
22,72000,MORTGAGE,5.0,VENTURE,D,12000,14.84,0,0.17,Y,4,11186,USA,inactivo
25,72000,OWN,9.0,VENTURE,A,6000,7.14,0,0.08,N,4,11187,USA,inactivo
23,50000,RENT,5.0,MEDICAL,A,10000,8.94,0,0.2,N,3,11188,USA,inactivo
26,50000,RENT,0.0,MEDICAL,B,10000,10.95,0,0.2,N,4,11189,USA,inactivo
22,72000,MORTGAGE,3.0,EDUCATION,B,5000,,0,0.07,N,2,11190,USA,inactivo
25,50000,RENT,2.0,DEBTCONSOLIDATION,B,10000,10.95,0,0.2,N,3,11191,USA,inactivo
22,50000,RENT,4.0,EDUCATION,A,10000,9.32,0,0.2,N,2,11192,USA,inactivo
25,72000,MORTGAGE,9.0,HOMEIMPROVEMENT,D,10000,14.96,0,0.14,N,3,11193,USA,inactivo
23,50004,RENT,7.0,EDUCATION,A,10000,6.17,0,0.2,N,4,11194,USA,inactivo
25,72000,MORTGAGE,9.0,EDUCATION,A,3200,6.39,0,0.04,N,3,11195,USA,inactivo
22,72000,MORTGAGE,6.0,EDUCATION,E,8000,16.45,0,0.11,N,4,11196,USA,inactivo
22,50004,RENT,6.0,PERSONAL,B,10000,12.21,0,0.2,N,2,11197,USA,inactivo
24,50004,RENT,2.0,VENTURE,C,10000,13.79,0,0.2,Y,4,11198,USA,inactivo
23,56100,MORTGAGE,5.0,MEDICAL,C,18000,14.22,1,0.27,Y,2,11199,USA,activo
25,72000,OWN,,HOMEIMPROVEMENT,E,18000,16.82,0,0.25,Y,2,11200,USA,inactivo
22,44307,RENT,6.0,HOMEIMPROVEMENT,B,10000,11.36,1,0.23,N,2,11201,USA,activo
25,50500,RENT,3.0,DEBTCONSOLIDATION,C,10000,13.85,0,0.2,N,2,11202,USA,inactivo
24,72000,MORTGAGE,1.0,EDUCATION,B,16000,10.25,0,0.22,N,3,11203,USA,inactivo
22,45000,RENT,6.0,HOMEIMPROVEMENT,C,10000,15.96,1,0.22,N,2,11204,USA,activo
22,72000,OWN,1.0,PERSONAL,B,15000,10.25,0,0.21,N,3,11205,USA,inactivo
24,72000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,8200,7.88,0,0.11,N,4,11206,USA,inactivo
26,72000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,6600,,0,0.09,N,2,11207,USA,inactivo
26,45000,RENT,4.0,PERSONAL,B,10000,11.86,1,0.22,N,4,11208,USA,activo
24,51000,RENT,1.0,EDUCATION,B,10000,11.83,0,0.2,N,2,11209,USA,inactivo
23,72000,MORTGAGE,5.0,MEDICAL,A,16000,7.4,0,0.22,N,3,11210,USA,inactivo
26,72000,OWN,10.0,MEDICAL,A,10000,7.74,0,0.14,N,4,11211,USA,inactivo
24,72000,MORTGAGE,0.0,EDUCATION,B,9000,,0,0.13,N,2,11212,USA,inactivo
22,45000,RENT,1.0,VENTURE,E,10000,,1,0.22,N,2,11213,USA,activo
24,51160,RENT,5.0,DEBTCONSOLIDATION,B,10000,10.75,0,0.2,N,3,11214,USA,inactivo
26,66000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,12000,,1,0.18,N,3,11215,USA,activo
22,51360,RENT,4.0,EDUCATION,D,10000,,0,0.19,N,2,11216,USA,inactivo
